SC2,SC3,SC4,B2b,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E1_11,E1_12,E1_13,E1_14,E1_15,E1_16,E1_15_TEXT,E2,E3,E3_TEXT,E8,E8a,E7,H1,H3_1,H3_2,H3_3,H3_4,H3_5,H3_6,H3_7,H7_1,H7_2,H7_3,H7_4,H7_5,H7_5_TEXT,H8,H9New,H10,H11,H12,Z1,Z5,Z5_TEXT,Z10,WEIGHT
3,2,4817,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,5,2,0,1,0,0,1,1,0,0,0,0,0,0,,1,3,1,3,1,6,6,,2,0.63
3,2,4817,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,5,,1,,4,2,0,1,0,0,1,1,0,0,0,0,0,0,,1,3,1,4,3,6,5,,2,0.63
3,2,4817,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,1,,1,,4,2,0,0,0,0,0,1,0,0,0,0,0,0,,1,5,1,4,4,6,5,,2,0.63
3,2,4814,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,4,2,1,1,0,0,0,0,0,0,0,0,1,0,,1,3,1,3,3,6,3,,2,0.63
3,2,4812,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,1,1,1,0,0,0,1,0,0,1,0,0,0,,1,4,1,4,3,4,7,,2,0.63
3,2,4812,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,1,1,0,0,0,0,0,0,,1,4,1,,,3,3,,2,0.63
3,2,4810,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,10,3,,2,1,2,2,0,1,0,1,1,1,0,0,0,0,0,0,,1,3,2,3,3,6,4,,2,0.63
3,2,4810,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,1,1,0,0,0,0,0,0,,1,3,1,,,6,3,,2,0.63
3,2,4740,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,2,,1,,5,1,0,0,0,1,0,1,0,0,1,0,0,0,,1,4,1,4,4,3,5,,1,0.63
3,2,4740,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,3,3,,1,,4,2,1,1,1,0,0,1,0,0,1,0,0,0,,1,4,1,4,3,6,3,,2,0.63
3,2,4740,4,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,,5,3,,1,,4,2,1,1,0,0,1,1,0,0,1,0,0,0,,99,3,1,3,3,2,5,,2,0.63
3,2,4740,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,3,2,6,4,,2,0.63
3,2,4740,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,5,1,0,1,0,0,0,1,0,0,1,0,0,0,,1,5,1,4,5,2,4,,2,0.63
3,2,4740,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,2,2,,1,,5,1,0,1,1,0,0,0,0,0,1,0,0,0,,1,4,1,3,4,3,6,,2,0.63
3,2,4703,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,99,1,1,1,0,0,1,0,0,0,0,1,0,,1,4,1,4,3,6,5,,2,0.63
3,2,4703,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,1,0,0,0,0,0,0,0,0,0,,1,3,1,4,4,6,4,,2,0.63
3,2,4701,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,4,2,0,0,0,1,0,1,0,0,0,0,0,0,,1,2,1,3,3,6,7,,2,0.63
3,2,4701,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,1,1,1,0,1,1,0,0,0,0,0,1,Online Dept of communities page,1,6,2,4,4,6,5,,2,0.63
3,2,4701,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,7,3,,1,,5,2,1,1,0,0,0,1,0,0,0,0,0,1,Radio,1,4,1,4,4,6,3,,2,0.63
3,2,4701,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,3,,1,,5,1,0,1,0,0,0,0,0,0,0,0,1,0,,1,4,1,3,3,6,1,,2,0.63
3,2,4680,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,8,3,,1,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,4,5,2,2,,2,0.63
3,2,4680,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,,3,3,,1,,4,2,0,1,1,1,0,1,0,0,0,0,0,0,,1,2,2,2,3,5,5,,2,0.63
3,2,4680,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,6,3,,1,,3,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,1,3,3,6,5,,2,0.63
3,2,4655,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,99,3,1,4,3,6,4,,2,0.63
3,2,4570,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,4,99,1,1,0,0,1,0,0,0,0,0,1,0,,99,4,1,4,4,6,3,,2,0.63
3,2,4350,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,5,2,0,1,1,1,0,1,0,0,0,0,0,0,,1,4,1,4,4,6,6,,2,0.63
3,2,4350,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,5,1,,,5,5,,2,0.63
3,2,4350,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,4,2,0,0,1,1,0,1,0,0,0,0,0,0,,1,4,1,4,3,6,3,,2,0.63
3,2,4350,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cancel registration,15,5,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,1,5,4,5,3,,2,0.63
3,2,4307,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,99,1,1,0,0,1,1,0,0,1,0,0,0,,1,4,1,,,3,1,,2,0.63
3,2,4301,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,,2,1,3,2,0,1,1,1,1,1,0,0,0,0,0,0,,2,3,1,3,3,6,1,,2,0.63
3,2,4300,4,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,,3,5,,2,1,3,2,1,1,1,1,1,1,0,0,0,0,1,0,,1,4,1,3,4,3,5,,2,0.63
3,2,4078,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,1,0,0,0,0,0,0,0,0,1,0,0,,2,3,1,,,4,4,,1,0.63
3,2,4078,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,8,3,,1,,5,2,0,1,1,1,1,1,0,0,0,0,0,0,,1,4,1,4,4,6,3,,2,0.63
3,2,4078,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,8,3,,1,,4,2,0,1,0,1,1,1,0,0,0,0,0,0,,1,4,2,4,3,4,3,,2,0.63
3,2,4077,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,0,1,0,0,0,0,0,0,0,0,,2,4,1,4,4,6,3,,2,0.63
3,2,4566,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,8,3,,2,1,4,99,0,0,0,1,0,0,0,0,0,0,0,0,,1,4,1,3,3,1,1,,2,0.66
3,2,4560,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,1,1,1,1,1,1,0,0,1,0,0,1,tv,1,5,1,,,5,3,,2,0.66
3,2,4557,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,3,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,3,1,3,3,3,6,,2,0.66
3,2,4556,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,4,2,0,1,1,1,1,1,0,0,0,0,0,0,,99,3,1,4,5,6,3,,2,0.66
3,2,4551,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,,1,,5,1,0,1,1,1,0,1,0,1,1,1,1,0,,1,5,1,4,1,3,4,,2,0.66
3,2,4520,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,1,0,0,0,0,0,0,0,1,0,0,0,,1,4,1,4,2,3,6,,2,0.66
3,2,4511,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,8,3,,1,,4,2,0,1,1,0,0,0,0,0,0,0,0,0,,1,4,1,4,4,6,4,,2,0.66
3,2,4510,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,5,1,4,4,4,5,,2,0.66
3,2,4509,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,5,,2,1,99,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,6,1,3,2,4,3,,1,0.66
3,2,4503,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,3,1,,,6,3,,2,0.66
3,2,4503,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,5,3,,1,,4,1,0,1,0,1,1,1,0,0,0,0,0,1,online search,1,4,2,4,4,6,4,,2,0.66
3,2,4502,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,1,1,0,1,0,1,0,0,1,0,0,0,,1,6,1,,,6,5,,2,0.66
3,2,4500,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,,1,,3,2,0,0,0,1,0,0,0,0,0,0,0,0,,1,3,1,3,3,6,8,,1,0.66
3,2,4306,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,5,2,0,0,1,0,0,1,0,0,0,0,0,0,,1,4,1,4,4,6,97,Living with parent,2,0.66
3,2,4306,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,1,1,0,0,0,0,0,0,0,,1,4,1,,,6,4,,2,0.66
3,2,4305,5,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,99,3,1,4,4,6,5,,1,0.66
3,2,4305,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,4,5,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,1,4,4,6,6,,2,0.66
3,2,4226,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,1,2,2,5,3,,1,0.66
3,2,4226,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,changed my last name to my married name,15,2,,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,2,1,1,1,6,3,,2,0.66
3,2,4218,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,,99,3,1,,,4,97,couple expecting a baby,2,0.66
3,2,4218,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,1,0,0,0,0,0,0,0,0,,2,4,1,3,3,4,6,,2,0.66
3,2,4217,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,3,3,,2,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,,2,4,2,3,3,6,3,,2,0.66
3,2,4216,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,1,0,1,0,0,0,0,0,0,,2,3,2,3,3,6,3,,2,0.66
3,2,4215,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,5,,1,,3,2,0,0,1,1,0,0,0,0,0,0,0,0,,1,3,1,3,2,3,5,,2,0.66
3,2,4215,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,1,1,0,1,0,0,0,0,0,0,,1,3,1,,,6,1,,2,0.66
3,2,4212,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,4,5,,1,,5,2,1,0,1,0,0,0,0,0,1,0,0,0,,99,3,1,4,4,1,4,,2,0.66
3,2,4210,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,5,,2,1,3,99,1,1,1,1,1,0,0,0,0,1,0,0,,1,4,1,4,3,6,5,,2,0.66
3,2,4209,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,,5,3,,1,,5,2,0,1,0,0,0,1,0,0,0,0,0,0,,1,4,1,4,4,6,5,,2,0.66
3,2,4208,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,1,4,3,4,5,,2,0.66
3,2,4207,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,2,1,4,99,0,1,0,1,0,0,0,0,0,0,0,0,,99,4,2,4,4,4,4,,1,0.66
3,2,4207,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,1,1,1,0,0,0,0,0,0,,1,3,1,3,4,6,3,,2,0.66
3,2,4205,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,0,0,1,0,0,0,0,0,0,,1,4,1,4,4,5,5,,1,0.66
3,2,4179,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,6,3,,1,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,3,4,5,3,,2,0.66
3,2,4178,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,,10,3,,1,,4,2,0,1,0,1,0,1,0,0,0,0,0,0,,1,3,1,3,3,6,4,,2,0.66
3,2,4165,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,5,,1,,4,99,0,1,0,1,1,1,0,0,0,0,0,0,,1,3,1,4,3,4,4,,2,0.66
3,2,4165,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,4,5,,1,,3,2,0,1,1,1,0,1,0,0,0,0,0,0,,1,3,1,3,2,6,5,,2,0.66
3,2,4165,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,2,,1,,4,2,0,1,0,0,0,1,0,0,0,0,0,0,,1,5,1,4,4,6,7,,2,0.66
3,2,4159,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,8,1,,1,,4,2,0,0,1,1,1,1,0,0,0,0,0,0,,1,5,1,4,2,4,5,,2,0.66
3,2,4159,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,2,4,4,4,5,,2,0.66
3,2,4158,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,1,0,1,0,0,0,0,0,0,,2,1,2,,,6,3,,2,0.66
3,2,4157,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,3,1,,,6,3,,2,0.66
3,2,4154,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,3,3,,1,,5,2,1,1,1,0,1,1,0,0,1,0,0,0,,1,4,1,4,4,6,5,,2,0.66
3,2,4152,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,5,,1,,4,99,0,0,0,0,0,0,1,0,0,0,0,0,,99,3,1,3,3,5,3,,2,0.66
3,2,4152,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,4,4,,2,1,5,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,5,2,4,3,3,3,,2,0.66
3,2,4151,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,0,1,0,0,0,0,0,0,0,,2,4,2,4,4,6,1,,2,0.66
3,2,4133,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,3,2,0,0,0,0,1,0,0,0,0,0,0,0,,1,3,2,3,4,6,3,,2,0.66
3,2,4133,5,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,,8,5,,1,,5,99,1,1,1,1,1,1,0,0,1,0,0,0,,1,5,2,4,4,6,6,,2,0.66
3,2,4127,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,1,4,4,2,5,,2,0.66
3,2,4124,99,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,14,1,,2,3,1,99,0,1,0,0,1,0,0,0,0,0,0,0,,99,6,1,1,1,6,4,,2,0.66
3,2,4121,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,0,0,0,1,0,0,0,0,0,0,,1,5,1,4,4,2,1,,2,0.66
3,2,4118,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,99,0,1,0,1,1,1,0,0,0,0,0,0,,1,4,1,,,2,97,couple with child living at home,1,0.66
3,2,4118,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,4,3,6,3,,2,0.66
3,2,4116,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,1,1,1,1,0,0,0,1,0,0,0,0,,1,4,1,4,3,6,5,,1,0.66
3,2,4116,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,3,2,0,1,0,0,1,1,0,0,0,0,0,0,,1,3,1,3,3,6,3,,2,0.66
3,2,4116,99,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,3,3,,1,,5,2,0,1,1,1,0,1,0,0,0,0,0,0,,2,5,1,4,4,4,6,,2,0.66
3,2,4115,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,0,1,1,0,1,0,0,0,0,0,0,,1,4,1,4,4,5,1,,1,0.66
3,2,4114,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,0,1,0,1,0,0,0,0,0,0,,1,4,1,4,2,3,5,,2,0.66
3,2,4113,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,1,1,1,1,1,1,1,0,0,1,0,0,0,,1,4,1,4,4,3,5,,1,0.66
3,2,4111,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,14,2,,1,,4,1,0,0,0,1,0,0,0,0,1,0,0,0,,1,4,1,4,4,2,3,,1,0.66
3,2,4109,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,6,3,,1,,5,2,0,1,0,0,0,1,0,0,0,0,0,0,,1,5,1,4,4,4,1,,1,0.66
3,2,4109,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,14,3,,1,,4,1,0,0,1,0,1,0,0,0,0,1,1,0,,1,4,1,4,1,6,1,,2,0.66
3,2,4107,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,3,5,,2,1,4,2,0,1,0,0,1,0,0,0,0,0,0,0,,2,4,1,4,4,6,3,,2,0.66
3,2,4103,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,2,4,1,4,3,6,2,,1,0.66
3,2,4103,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,1,1,0,1,0,0,0,0,0,0,,2,4,1,,,5,2,,1,0.66
3,2,4103,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,1,0,1,0,0,0,0,0,0,,1,4,1,,,4,3,,2,0.66
3,2,4101,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,,5,3,,1,,5,2,0,1,1,1,0,1,0,0,0,0,0,0,,2,5,1,4,4,6,3,,1,0.66
3,2,4074,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,12,3,,2,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,4,3,4,2,,1,0.66
3,2,4074,4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,12,3,,2,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,3,3,4,2,,1,0.66
3,2,4074,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,0,1,0,0,0,0,0,0,0,0,,2,3,1,3,3,6,7,,2,0.66
3,2,4073,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,1,,,4,4,,2,0.66
3,2,4068,4,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,,10,3,,1,,4,2,1,1,0,1,0,0,0,0,1,0,0,0,,1,4,1,4,4,3,4,,1,0.66
3,2,4066,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,1,1,0,0,0,0,0,0,0,0,,1,3,2,,,4,1,,2,0.66
3,2,4064,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,8,3,,1,,4,2,0,0,0,1,0,0,0,0,0,0,0,0,,2,3,1,3,2,6,3,,2,0.66
3,2,4061,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,1,1,1,0,0,0,0,0,0,,1,4,1,,,6,7,,2,0.66
3,2,4055,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,4,,1,,4,1,1,1,1,1,1,1,0,0,1,0,0,0,,1,4,1,4,4,6,7,,2,0.66
3,2,4055,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,3,1,,,2,1,,2,0.66
3,2,4055,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,3,3,,1,,5,2,0,0,1,1,0,1,0,0,0,0,0,0,,1,4,1,5,5,5,97,living with parents,2,0.66
3,2,4053,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,1,0,0,0,0,0,0,0,0,,1,4,1,,,6,2,,2,0.66
3,2,4053,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,4,1,4,4,6,3,,2,0.66
3,2,4053,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,1,0,0,0,1,0,0,0,0,0,0,,2,5,1,,,6,4,,2,0.66
3,2,4051,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,2,3,1,4,4,6,2,,2,0.66
3,2,4037,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,5,,1,,4,2,0,0,0,0,0,0,1,0,0,0,0,0,,99,3,1,3,3,6,7,,2,0.66
3,2,4035,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,,8,4,,1,,4,2,1,1,0,1,1,0,0,0,0,0,1,0,,1,2,1,4,2,6,4,,2,0.66
3,2,4034,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,5,,1,,5,2,0,1,0,0,0,0,0,0,0,0,0,0,,1,4,1,4,4,3,4,,1,0.66
3,2,4034,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,6,3,,1,,4,2,0,1,0,1,0,0,0,0,0,0,0,0,,1,4,1,3,4,6,3,,2,0.66
3,2,4032,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,8,3,,1,,5,2,0,1,0,1,0,0,0,0,0,0,0,0,,2,4,1,4,4,3,97,"Couple, two young children",2,0.66
3,2,4030,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,2,1,3,99,0,0,0,0,0,1,0,0,0,0,0,0,,1,3,2,3,3,6,1,,1,0.66
3,2,4017,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,4,2,0,1,1,1,0,1,0,0,0,0,0,0,,99,4,2,4,4,6,4,,2,0.66
3,2,4017,5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,8,3,,1,,5,2,0,1,0,1,0,1,0,0,0,0,0,0,,1,4,1,4,2,3,5,,2,0.66
3,2,4017,4,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,,3,5,,1,,4,2,0,1,1,1,1,0,0,0,0,0,0,0,,1,4,1,4,4,6,3,,2,0.66
3,2,4013,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,3,1,,,4,3,,1,0.66
3,2,4012,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,3,2,0,0,0,1,0,1,0,0,0,0,0,0,,1,3,2,3,3,4,3,,2,0.66
3,2,4012,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,3,3,,1,,4,2,0,1,0,0,1,1,0,0,0,0,0,0,,1,3,1,3,2,6,3,,2,0.66
3,2,4011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,14,3,,1,,3,2,0,1,0,1,0,0,0,0,0,0,0,0,,2,3,1,3,3,6,2,,1,0.66
3,2,4011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,16,,,,,,2,0,0,0,1,1,0,0,0,0,0,0,0,,1,3,1,,,6,97,Living with parents,2,0.66
3,2,4006,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,,1,,5,99,0,0,0,1,0,0,0,0,0,0,0,0,,1,5,1,4,5,1,4,,1,0.66
3,2,4006,5,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,,3,1,,1,,4,1,0,0,0,1,0,0,0,0,0,0,1,0,,1,5,1,3,4,3,4,,1,0.66
3,2,4006,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,8,5,,1,,4,2,0,1,0,0,0,0,0,0,0,0,0,0,,99,6,1,4,4,6,1,,2,0.66
3,2,4006,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,14,3,,1,,4,1,1,0,1,1,1,0,0,0,0,1,0,0,,1,4,1,4,3,3,1,,2,0.66
3,2,4006,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,14,3,,1,,4,1,1,0,1,1,1,0,0,0,0,1,0,0,,1,4,1,4,3,3,1,,2,0.66
3,2,4005,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,,1,,5,1,0,0,0,0,0,1,0,0,0,0,1,0,,1,5,1,3,4,3,1,,2,0.66
